,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,name,person
1228833,1228833,2020-05-28 01:07:53,571365235126,"fraud_Heller, Gutmann and Zieme",grocery_pos,89.17,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b9bf097dae19f6c3f41b2ef0a2c21dd6,1369703273,43.972252000000005,-85.542191,0,Barbara Taylor,Barbara Taylor 1995-07-12
1228855,1228855,2020-05-28 01:35:05,571365235126,fraud_Bauch-Raynor,grocery_pos,105.94,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f4634561b18775ef6a50b2f0eaf26284,1369704905,44.176185,-86.238501,0,Barbara Taylor,Barbara Taylor 1995-07-12
1229845,1229845,2020-05-28 14:25:49,571365235126,fraud_Langworth LLC,personal_care,71.02,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,804f16f6521a549d9e74fb007f3c30c6,1369751149,44.365115,-85.945291,0,Barbara Taylor,Barbara Taylor 1995-07-12
1230022,1230022,2020-05-28 16:06:54,571365235126,"fraud_Lowe, Dietrich and Erdman",kids_pets,40.33,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,46d1b3d06baedfe1ecfa17a7228ebbd8,1369757214,44.248128,-86.908733,0,Barbara Taylor,Barbara Taylor 1995-07-12
1230327,1230327,2020-05-28 18:48:42,571365235126,"fraud_Kihn, Brakus and Goyette",personal_care,34.58,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,095aab4bc8c887c02ed0a7d79728a29f,1369766922,43.661372,-85.990359,0,Barbara Taylor,Barbara Taylor 1995-07-12
1230686,1230686,2020-05-28 22:08:10,571365235126,"fraud_Hauck, Dietrich and Funk",kids_pets,93.49,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,439f33173fabd87fb8db7f6e3d0d8408,1369778890,45.445283,-85.756472,0,Barbara Taylor,Barbara Taylor 1995-07-12
1231953,1231953,2020-05-29 13:19:31,571365235126,fraud_Kilback Group,food_dining,62.15,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b31b8669e8c48048080375adf29f6f92,1369833571,44.333585,-86.14661,0,Barbara Taylor,Barbara Taylor 1995-07-12
1231960,1231960,2020-05-29 13:22:01,571365235126,fraud_Weber and Sons,food_dining,6.03,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,bf83f3e64955bb1f8aa3d6e8c6d94f36,1369833721,44.387232,-85.561536,0,Barbara Taylor,Barbara Taylor 1995-07-12
1232087,1232087,2020-05-29 14:27:18,571365235126,fraud_Hudson-Grady,shopping_pos,1.62,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,cb98a996a29c89b235fa44acf8037eeb,1369837638,45.56193,-86.683402,0,Barbara Taylor,Barbara Taylor 1995-07-12
1232337,1232337,2020-05-29 16:30:09,571365235126,fraud_Feil-Morar,health_fitness,56.11,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f90b17e1bf87a87cf091d96a74068ab4,1369845009,44.071369,-86.74783000000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
1232572,1232572,2020-05-29 18:36:22,571365235126,fraud_Botsford PLC,home,78.25,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,8ae2d6bf1566e54cfded90f0cdaf8b6c,1369852582,44.627641,-87.100199,0,Barbara Taylor,Barbara Taylor 1995-07-12
1232716,1232716,2020-05-29 19:47:23,571365235126,fraud_Windler LLC,kids_pets,7.56,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f3d53d42d72da49b75ae889f94c1e0c9,1369856843,43.743774,-86.466207,0,Barbara Taylor,Barbara Taylor 1995-07-12
1232887,1232887,2020-05-29 21:12:59,571365235126,fraud_Barrows PLC,shopping_pos,6.63,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,2d9f1588d1a8c09dc040fd7119e63ceb,1369861979,44.672856,-86.186987,0,Barbara Taylor,Barbara Taylor 1995-07-12
1234220,1234220,2020-05-30 12:07:37,571365235126,fraud_Terry-Huel,shopping_net,152.95,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,2ac9af85e8e60f404329feea02972c66,1369915657,44.053666,-85.91248,0,Barbara Taylor,Barbara Taylor 1995-07-12
1234280,1234280,2020-05-30 12:38:29,571365235126,fraud_Botsford PLC,home,96.32,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,923ccd9bcab45c99b218613d28e2e749,1369917509,44.662562,-86.020914,0,Barbara Taylor,Barbara Taylor 1995-07-12
1234364,1234364,2020-05-30 13:23:56,571365235126,"fraud_Hahn, Douglas and Schowalter",travel,4.02,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d3881acfb7f9d5984df6d46a4254ac77,1369920236,45.186736,-86.15486,0,Barbara Taylor,Barbara Taylor 1995-07-12
1234652,1234652,2020-05-30 16:03:56,571365235126,"fraud_Witting, Beer and Ernser",home,3.2,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,79d46505bf8b29229787e7c22b8be1c6,1369929836,44.667294,-87.18835899999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
1234924,1234924,2020-05-30 18:28:11,571365235126,fraud_Swift PLC,kids_pets,97.88,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,eea05b2fe5df211279763a1e7714de31,1369938491,44.177255,-86.896387,0,Barbara Taylor,Barbara Taylor 1995-07-12
1235219,1235219,2020-05-30 20:49:03,571365235126,"fraud_Haley, Jewess and Bechtelar",shopping_pos,3.08,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5aaca18a1332a26ead784170dfd3f87b,1369946943,44.070344,-86.052483,0,Barbara Taylor,Barbara Taylor 1995-07-12
1235273,1235273,2020-05-30 21:16:19,571365235126,"fraud_Witting, Beer and Ernser",home,64.91,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,3b6edb82a3eabe25169c3233e5172a48,1369948579,43.63211,-86.46155300000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
1235728,1235728,2020-05-31 00:58:49,571365235126,fraud_Miller-Hauck,grocery_pos,87.04,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,70b7bd26c97af5a823070ca1deb02b5f,1369961929,44.929197,-86.060648,0,Barbara Taylor,Barbara Taylor 1995-07-12
1236265,1236265,2020-05-31 06:01:01,571365235126,fraud_Mraz-Herzog,gas_transport,48.39,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,7f7cbfa0defe3a210b2d12d7a4b2d3db,1369980061,44.993756,-87.064237,0,Barbara Taylor,Barbara Taylor 1995-07-12
1236345,1236345,2020-05-31 06:37:43,571365235126,"fraud_Johnston, Nikolaus and Maggio",grocery_net,102.35,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f1b3c167d99eca2d10aa257bfd03f860,1369982263,44.674692,-86.348376,0,Barbara Taylor,Barbara Taylor 1995-07-12
1236936,1236936,2020-05-31 11:54:45,571365235126,fraud_Hackett-Lueilwitz,grocery_pos,114.59,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,fbd83fc8fe36512e0bb074a0d8318a24,1370001285,45.534334,-86.1446,0,Barbara Taylor,Barbara Taylor 1995-07-12
1237129,1237129,2020-05-31 13:15:52,571365235126,fraud_Schmeler Inc,misc_pos,118.64,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,ac88ff5e9f6be1fa44015a601f79b38f,1370006152,45.067288,-86.512751,0,Barbara Taylor,Barbara Taylor 1995-07-12
1237476,1237476,2020-05-31 15:12:14,571365235126,fraud_Connelly-Carter,home,22.34,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,bfb110d241b6440e2fa801bbb3afcc4a,1370013134,45.340229,-85.667344,0,Barbara Taylor,Barbara Taylor 1995-07-12
1237566,1237566,2020-05-31 15:47:24,571365235126,fraud_Gulgowski LLC,home,1.33,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,a9a322ea447542ca9bdb1c3cc5c84b35,1370015244,44.663023,-86.40691600000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
1237702,1237702,2020-05-31 16:29:46,571365235126,fraud_Rolfson-Kunde,personal_care,36.92,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f1fe11e5fd9c88f2f9a7ce8e011d600a,1370017786,45.094277000000005,-86.232458,0,Barbara Taylor,Barbara Taylor 1995-07-12
1238182,1238182,2020-05-31 19:16:08,571365235126,fraud_Schmeler Inc,misc_pos,311.27,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,72f545d03b0ff50cb917173fc4cf5102,1370027768,44.396129,-86.09873499999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
1239121,1239121,2020-06-01 01:22:58,571365235126,fraud_Conroy-Cruickshank,gas_transport,44.39,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,a099a4e1cacf6b5b23cbf839be7865bd,1370049778,43.859639,-86.78869,0,Barbara Taylor,Barbara Taylor 1995-07-12
1239369,1239369,2020-06-01 03:24:47,571365235126,"fraud_Jenkins, Hauck and Friesen",gas_transport,56.09,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,8ec55a72e0a31fb46dd4c3ab9163fc80,1370057087,43.868765,-86.100124,0,Barbara Taylor,Barbara Taylor 1995-07-12
1239760,1239760,2020-06-01 06:32:53,571365235126,fraud_McDermott-Weimann,grocery_pos,115.29,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,c9379de42ee7ac527e1f5b8e7fed6205,1370068373,44.471201,-85.75004,0,Barbara Taylor,Barbara Taylor 1995-07-12
1240528,1240528,2020-06-01 12:09:12,571365235126,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,57.84,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,0d38ddc27285bbc7c322bd04ce6320fa,1370088552,45.141848,-85.96136899999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
1241242,1241242,2020-06-01 15:25:22,571365235126,fraud_Barton LLC,kids_pets,41.37,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,31bad38d38d03f5d1a8d6be4b83d5cb4,1370100322,43.650105,-86.248312,0,Barbara Taylor,Barbara Taylor 1995-07-12
1241294,1241294,2020-06-01 15:41:33,571365235126,fraud_Heller PLC,health_fitness,13.8,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,221b43d5891aafce74fdd285e2433193,1370101293,44.125514,-86.24817,0,Barbara Taylor,Barbara Taylor 1995-07-12
1241715,1241715,2020-06-01 17:43:37,571365235126,fraud_Wuckert-Goldner,home,1.02,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,0ebec529feac27a54a317a1c703badca,1370108617,45.301882,-86.536478,0,Barbara Taylor,Barbara Taylor 1995-07-12
1242376,1242376,2020-06-01 21:04:27,571365235126,fraud_Powlowski-Weimann,food_dining,72.44,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,63a23bee0e2c1f1dd976065e5100fdff,1370120667,43.791014,-85.289225,0,Barbara Taylor,Barbara Taylor 1995-07-12
1243061,1243061,2020-06-02 00:52:25,571365235126,fraud_Wolf Inc,grocery_pos,76.94,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,8a010fbef3139a51b8d878bdf09b1a4f,1370134345,44.347962,-86.661328,0,Barbara Taylor,Barbara Taylor 1995-07-12
1244268,1244268,2020-06-02 10:13:26,571365235126,"fraud_Tromp, Kerluke and Glover",grocery_net,53.49,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,0f62686265dc7f327f23b5b31436b2c5,1370168006,44.50678,-86.465603,0,Barbara Taylor,Barbara Taylor 1995-07-12
1244507,1244507,2020-06-02 12:02:01,571365235126,fraud_Thiel PLC,misc_pos,4.61,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,64cb6b58fd8669a1e51ffad669dd0706,1370174521,44.994205,-87.099346,0,Barbara Taylor,Barbara Taylor 1995-07-12
1244654,1244654,2020-06-02 12:42:21,571365235126,"fraud_Lakin, Ferry and Beatty",food_dining,16.87,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,fc3b1e64be71d506668b27a435d6e181,1370176941,44.673785,-85.63035500000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
1244870,1244870,2020-06-02 13:44:46,571365235126,fraud_Breitenberg-Hermiston,kids_pets,74.75,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,2fbc1c15a7903779afd6fd8a9065ba4f,1370180686,44.777689,-86.131129,0,Barbara Taylor,Barbara Taylor 1995-07-12
1244990,1244990,2020-06-02 14:26:16,571365235126,"fraud_Walter, Hettinger and Kessler",personal_care,1.7,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b6d6dfc89dd28cabc6009f88d9058738,1370183176,45.084967,-86.73475,0,Barbara Taylor,Barbara Taylor 1995-07-12
1245325,1245325,2020-06-02 16:07:40,571365235126,fraud_Carroll PLC,health_fitness,28.92,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6dab169eb20595b1ed22c4bc04efd245,1370189260,44.288902,-86.758916,0,Barbara Taylor,Barbara Taylor 1995-07-12
1245719,1245719,2020-06-02 18:08:42,571365235126,fraud_Goyette Inc,shopping_net,7.72,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,0c82ebb32187a240c457b141313a827f,1370196522,45.515617,-86.814139,0,Barbara Taylor,Barbara Taylor 1995-07-12
1245912,1245912,2020-06-02 19:04:29,571365235126,"fraud_Schoen, Nienow and Bauch",personal_care,2.08,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d096bbf4cfacc028dc6626e0bd13d8e9,1370199869,44.859063,-85.823125,0,Barbara Taylor,Barbara Taylor 1995-07-12
1246200,1246200,2020-06-02 20:32:07,571365235126,fraud_Bednar PLC,kids_pets,95.92,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,1bf0e1ae5bd833686262828ac5811094,1370205127,44.808798,-86.200767,0,Barbara Taylor,Barbara Taylor 1995-07-12
1246679,1246679,2020-06-02 22:55:33,571365235126,fraud_Kuhn LLC,shopping_pos,5.97,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,7161407f5c6c07bacef481ecd10c8e64,1370213733,45.257266,-85.885977,0,Barbara Taylor,Barbara Taylor 1995-07-12
1246780,1246780,2020-06-02 23:28:25,571365235126,"fraud_Langworth, Boehm and Gulgowski",shopping_net,2.39,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6136a89bbed3c9eadb988250528db3ec,1370215705,44.426211,-86.315967,0,Barbara Taylor,Barbara Taylor 1995-07-12
1246782,1246782,2020-06-02 23:28:36,571365235126,fraud_Hermann and Sons,shopping_pos,4.4,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,3a19002714437d68e2d2bdfeee72a5d2,1370215716,44.792786,-86.236834,0,Barbara Taylor,Barbara Taylor 1995-07-12
1246807,1246807,2020-06-02 23:35:54,571365235126,"fraud_Schneider, Hayes and Nikolaus",food_dining,4.47,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,782233413aa55ddafaf7e8b9dd11063b,1370216154,44.083587,-85.84384399999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
1246820,1246820,2020-06-02 23:37:55,571365235126,fraud_Stiedemann Ltd,food_dining,103.11,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,be7391527a37d8046d4a466783f2f456,1370216275,45.373591,-86.93437,0,Barbara Taylor,Barbara Taylor 1995-07-12
1247465,1247465,2020-06-03 09:24:11,571365235126,fraud_Padberg-Welch,grocery_pos,101.3,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b209968f5cb6a11cfea1258dc362ea62,1370251451,45.12769,-85.77226,0,Barbara Taylor,Barbara Taylor 1995-07-12
1247866,1247866,2020-06-03 15:02:55,571365235126,fraud_Romaguera and Sons,travel,5.24,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,444171eff2cc4fef7d0422327a78eaa9,1370271775,45.125201,-85.26450600000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
1247985,1247985,2020-06-03 16:10:26,571365235126,fraud_Christiansen-Gusikowski,misc_pos,113.18,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,fa3ce9ba99ae5221ba5e818c15d9fdb6,1370275826,43.68767,-86.608049,0,Barbara Taylor,Barbara Taylor 1995-07-12
1248082,1248082,2020-06-03 17:17:22,571365235126,fraud_Schiller Ltd,personal_care,5.39,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,1167539aa6ce23fdde6ab26b384578c1,1370279842,44.286853,-86.39150699999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
1248275,1248275,2020-06-03 19:12:55,571365235126,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,9.41,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,39a5fc4e6fea821e33c9ec9f397912e1,1370286775,44.495005,-86.719982,0,Barbara Taylor,Barbara Taylor 1995-07-12
1248309,1248309,2020-06-03 19:38:20,571365235126,fraud_Balistreri-Nader,misc_pos,357.4,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,14c6360609d3ee4c92a8881273bc3f8d,1370288300,44.00482,-85.39741,0,Barbara Taylor,Barbara Taylor 1995-07-12
1248650,1248650,2020-06-03 23:05:31,571365235126,fraud_Kuphal-Toy,food_dining,109.26,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,0b1cf64de68b30505a414622ea4ddae8,1370300731,45.232516,-86.375556,0,Barbara Taylor,Barbara Taylor 1995-07-12
1248769,1248769,2020-06-04 00:23:57,571365235126,fraud_Pacocha-O'Reilly,grocery_pos,90.57,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,0d7b01d82fd1830089f57bc2842b9baf,1370305437,44.595701,-85.499364,0,Barbara Taylor,Barbara Taylor 1995-07-12
1248786,1248786,2020-06-04 00:41:00,571365235126,"fraud_Jenkins, Hauck and Friesen",gas_transport,63.63,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6a30f05ace2d8eaf6628ab15405726fb,1370306460,45.435970000000005,-85.61364499999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
1249093,1249093,2020-06-04 05:06:12,571365235126,fraud_Smitham-Schiller,grocery_net,64.7,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,2b81bc9b2d02d65f89439a92e1b6b901,1370322372,44.344021000000005,-85.87178399999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
1250498,1250498,2020-06-04 20:46:40,571365235126,"fraud_Cormier, Stracke and Thiel",entertainment,1.59,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,ed54fbbc2922ae987d9964313dd23274,1370378800,43.968891,-85.313282,0,Barbara Taylor,Barbara Taylor 1995-07-12
1251827,1251827,2020-06-05 12:22:02,571365235126,"fraud_Schoen, Nienow and Bauch",personal_care,23.01,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,0ea2d875a599372c48bd2c5caeda46e4,1370434922,44.845112,-86.470327,0,Barbara Taylor,Barbara Taylor 1995-07-12
1252193,1252193,2020-06-05 15:21:37,571365235126,"fraud_Hermiston, Pacocha and Smith",health_fitness,62.46,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,837624a884a60142c59c481a3de45f92,1370445697,45.459763,-87.17817099999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
1252800,1252800,2020-06-05 20:22:29,571365235126,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,94.9,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,1ab666c71313d67ef73388379924cfc5,1370463749,43.697326,-85.621388,0,Barbara Taylor,Barbara Taylor 1995-07-12
1253502,1253502,2020-06-06 03:46:01,571365235126,fraud_Cummings Group,grocery_net,68.31,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,64151a82102bbe7af452aebb0c60c685,1370490361,43.697982,-86.858719,0,Barbara Taylor,Barbara Taylor 1995-07-12
1253882,1253882,2020-06-06 08:47:08,571365235126,fraud_Koss and Sons,gas_transport,105.54,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,2e794d561fc67c4a2e0a95d30a7caed1,1370508428,45.491648,-87.078153,0,Barbara Taylor,Barbara Taylor 1995-07-12
1254244,1254244,2020-06-06 13:09:32,571365235126,"fraud_Schiller, Blanda and Johnson",home,20.49,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,e0b60a09c4810c4374bf5da613e65e34,1370524172,44.746915,-86.83569200000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
1254579,1254579,2020-06-06 16:03:56,571365235126,"fraud_Reichert, Huels and Hoppe",shopping_net,4.79,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5532f9c9d0de2cae334df31b32e0f170,1370534636,43.701186,-85.874279,0,Barbara Taylor,Barbara Taylor 1995-07-12
1255034,1255034,2020-06-06 19:43:30,571365235126,fraud_Rempel Inc,shopping_net,1.66,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,dc9b8b34d110d3ea20af484b3536851b,1370547810,43.844491,-85.50560899999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
